1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
1,"[(100, 41), (100, 59)]"
